No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
633,WISEA J201327.14-563332.6,20h13m27.1761s,-56d33m31.582s,303.363234,-56.558773,G,25941.04139074,0.08653,UUN,18.1430498234074,13,0,27,8,5,2,0,0,1,0
634,WISEA J201441.50-565255.9,20h14m41.5059s,-56d52m55.952s,303.6729413,-56.8822091,G,16323.099753184,0.054448,UUN,18.1583451475326,9,0,28,6,5,2,0,0,1,0
635,WISEA J201332.61-570600.3,20h13m32.6064s,-57d06m00.324s,303.38586,-57.10009,IrS,16653.4710419,0.05555,SLS,18.179313149273,2,0,12,3,2,0,0,0,0,0
637,WINGS J201322.94-570638.9,20h13m22.9392s,-57d06m38.916s,303.34558,-57.11081,G,30914.59826896,0.10312,SLS,18.1938544576324,3,0,0,2,2,0,0,0,0,0
639,WISEA J201146.79-563243.4,20h11m46.7923s,-56d32m43.480s,302.9449679,-56.5454112,G,13487.66268542,0.04499,SLS,18.2092091997665,5,0,12,4,1,0,0,0,0,0
640,WINGS J201024.10-564406.8,20h10m24.1560s,-56d44m06.684s,302.60065,-56.73519,G,15583.21196684,0.05198,SLS,18.2507486546309,5,0,0,4,2,0,0,0,0,0
642,WISEA J201232.60-563138.1,20h12m32.6017s,-56d31m38.173s,303.1358405,-56.5272705,G,16503.5748129,0.05505,SLS,18.2827150627554,9,0,28,6,5,2,0,0,2,0
643,WISEA J201300.05-570745.2,20h13m00.0648s,-57d07m45.408s,303.25027,-57.12928,IrS,69800.67799614,0.23283,SLS,18.2891193989293,1,0,12,2,1,0,0,0,0,0
644,WISEA J201050.02-563753.3,20h10m50.0205s,-56d37m53.338s,302.7084191,-56.6314828,G,17615.80483208,0.05876,SLS,18.2905687864584,5,0,18,5,1,0,0,0,0,0
645,WISEA J201024.10-564400.0,20h10m24.1056s,-56d44m00.059s,302.6004401,-56.7333498,G,80967.94705664,0.27008,SLS,18.2930977704013,5,0,12,4,1,0,0,0,0,0
646,WISEA J201318.30-570702.1,20h13m18.2736s,-57d07m01.848s,303.32614,-57.11718,IrS,16125.83631582,0.05379,SLS,18.3102063114024,2,0,12,3,2,0,0,0,0,0
649,WISEA J201101.00-563618.7,20h11m00.9528s,-56d36m17.532s,302.75397,-56.60487,G,16128.8342404,0.0538,SLS,18.3450739631796,6,0,12,6,2,0,0,0,0,0
650,WISEA J201302.30-570744.8,20h13m02.3091s,-57d07m44.893s,303.2596216,-57.129137,IrS,95933.58656,0.32,PUN,18.3505385560144,1,0,12,2,1,0,0,0,0,0
651,WISEA J201232.42-570816.0,20h12m32.4256s,-57d08m16.033s,303.1351069,-57.1377872,IrS,80943.96366,0.27,PUN,18.3524398882967,1,0,12,2,1,0,0,0,0,0
652,WISEA J201335.49-563352.0,20h13m35.5152s,-56d33m52.308s,303.39798,-56.56453,G,57805.98175156,0.19282,SLS,18.3596432646245,6,0,12,5,2,0,0,0,0,0
655,WISEA J201125.45-563349.5,20h11m25.4569s,-56d33m49.538s,302.8560705,-56.5637608,G,17300.123373806,0.057707,UUN,18.4018905249265,13,0,28,7,4,2,0,1,2,0
656,WINGS J201020.75-564503.1,20h10m20.8368s,-56d45m02.592s,302.58682,-56.75072,G,11835.80624184,0.03948,SLS,18.4104901163414,4,0,0,3,2,0,0,0,0,0
657,WISEA J201250.89-563143.1,20h12m50.8656s,-56d31m43.068s,303.21194,-56.52863,G,16392.65160344,0.05468,SLS,18.4125082786957,4,0,12,4,3,0,0,0,0,0
658,WINGS J201422.08-570017.7,20h14m22.0752s,-57d00m17.676s,303.59198,-57.00491,G,61793.22144296,0.20612,SLS,18.4258039613045,5,0,0,4,1,0,0,0,0,0
659,WISEA J201252.53-563143.7,20h12m52.3176s,-56d31m43.392s,303.21799,-56.52872,G,57293.33664838,0.19111,SLS,18.4385196013428,2,0,12,3,1,0,0,0,0,0
660,WISEA J201211.58-570811.0,20h12m11.5891s,-57d08m11.071s,303.0482883,-57.1364086,IrS,86939.81282,0.29,PUN,18.4485743544777,1,0,12,2,1,0,0,0,0,0
663,WISEA J201431.64-565808.7,20h14m31.6344s,-56d58m07.968s,303.63181,-56.96888,IrS,16944.26972616,0.05652,SLS,18.4661787831538,2,0,12,3,2,0,0,0,0,0
664,WISEA J201053.67-563659.6,20h10m53.7084s,-56d37m00.159s,302.723785,-56.616711,G,19969.17562738,0.06661,SLS,18.5212796046302,5,0,12,4,1,0,0,0,0,0
665,WISEA J201349.06-570502.6,20h13m49.0440s,-57d05m02.868s,303.45435,-57.08413,G,36526.71308272,0.12184,SLS,18.5359260748692,4,0,12,4,1,0,0,0,0,0
666,WISEA J201206.72-563139.7,20h12m06.7280s,-56d31m39.738s,303.0280335,-56.5277052,G,14953.947597498,0.049881,UUN,18.543968970525,17,0,27,6,7,2,0,0,2,0
667,WISEA J201019.79-564448.2,20h10m19.7982s,-56d44m48.247s,302.5824926,-56.7467355,G,16931.978235382,0.056479,SLS,18.6128176488085,9,0,27,6,4,2,0,0,2,1
669,[FBC2017] J201201.2-570808.4,20h12m01.2000s,-57d08m08.400s,303.005,-57.1356666666667,G,65954.34076,0.22,PUN,18.6552776846947,1,0,0,1,1,0,0,0,0,0
672,[FBC2017] J201148.5-570744.2,20h11m48.5000s,-57d07m44.200s,302.952083333333,-57.1289444444444,G,110923.20946,0.37,PUN,18.7160308815867,1,0,0,1,1,0,0,0,0,0
673,WISEA J201218.98-563115.6,20h12m18.9890s,-56d31m15.663s,303.0791212,-56.5210176,G,15610.19328806,0.05207,SLS,18.7224754241127,1,0,12,2,1,0,0,0,0,0
674,WINGS J201021.22-564349.8,20h10m21.2200s,-56d43m49.800s,302.58841666667,-56.7305,G,16161.81141078,0.05391,SLS,18.7230184741183,3,0,0,1,1,0,0,0,0,0
675,WISEA J201038.67-563909.9,20h10m38.6783s,-56d39m09.969s,302.6611598,-56.6527692,G,14515.95081636,0.04842,SLS,18.7245044120565,6,0,12,5,2,0,0,0,0,0
676,WISEA J201107.71-563500.0,20h11m07.7133s,-56d35m00.084s,302.7821389,-56.5833569,G,17277.03935454,0.05763,SLS,18.7490489600133,5,0,18,5,1,0,0,0,0,0
680,WISEA J201419.34-570130.2,20h14m19.3446s,-57d01m30.231s,303.5806028,-57.0250643,G,15963.9483885,0.05325,SLS,18.8346830652409,5,0,12,4,1,0,0,0,0,0
681,WISEA J201025.10-565746.6,20h10m25.1056s,-56d57m46.630s,302.6046069,-56.9629529,G,44465.21737056,0.14832,SLS,18.8388766291734,5,0,18,5,1,0,0,0,0,0
685,WISEA J201424.31-563912.1,20h14m24.3024s,-56d39m11.988s,303.60126,-56.65333,G,18506.18843234,0.06173,SLS,18.9283213406384,4,0,12,4,3,0,0,0,0,0
686,WISEA J201444.86-564523.8,20h14m44.8651s,-56d45m23.887s,303.6869381,-56.7566353,G,17111.853710182,0.057079,UUN,18.9429007653203,9,0,28,6,5,2,0,0,1,0
687,2MASX J20101647-5645123,20h10m16.2096s,-56d45m09.864s,302.56754,-56.75274,G,16276.032337278,0.054291,SUN,18.9910220699411,8,0,16,6,5,2,0,0,1,0
688,[FBC2017] J201144.4-570751.0,20h11m44.4000s,-57d07m51.000s,302.935,-57.1308333333333,G,89937.7374,0.3,PUN,19.0011421369438,1,0,0,1,1,0,0,0,0,0
689,WISEA J201314.76-563153.8,20h13m14.7576s,-56d31m53.904s,303.31149,-56.53164,G,16419.63292466,0.05477,SLS,19.015620205992,4,0,17,5,3,0,0,0,0,0
690,WISEA J201428.79-565958.0,20h14m28.8072s,-56d59m58.164s,303.62003,-56.99949,G,69485.89591524,0.23178,SLS,19.0189569702788,3,0,12,3,2,0,0,0,0,0
692,WINGS J201039.53-570126.9,20h10m39.5433s,-57d01m27.026s,302.664764,-57.024174,G,404.7198183,0.00135,SLS,19.030368609038,4,0,0,2,1,0,0,0,0,0
693,2MASX J20132759-5707182,20h13m27.6278s,-57d07m18.037s,303.365116,-57.121677,G,15954.95461476,0.05322,SLS,19.0468217919057,11,0,17,6,5,2,0,0,2,0
694,WISEA J201233.00-563050.5,20h12m33.0041s,-56d30m50.565s,303.1375173,-56.514046,G,17405.95011148,0.05806,UUN,19.0770075919352,12,0,28,4,6,2,0,0,2,1
695,WINGS J201148.62-570807.8,20h11m48.6336s,-57d08m07.836s,302.95264,-57.13551,G,15853.02517904,0.05288,SLS,19.0858868398197,2,0,0,2,2,0,0,0,0,0
696,[FBC2017] J201252.5-570846.6,20h12m52.5000s,-57d08m46.600s,303.21875,-57.1462777777778,G,92935.66198,0.31,PUN,19.0965383433214,1,0,0,1,1,0,0,0,0,0
697,WISEA J201014.79-564525.7,20h10m14.7959s,-56d45m25.702s,302.5616496,-56.7571395,G,82260.05255062,0.27439,SLS,19.1137279770011,2,0,18,3,1,0,0,0,0,0
698,WISEA J201425.05-570056.2,20h14m25.0558s,-57d00m56.214s,303.6043992,-57.0156152,G,16095.85707002,0.05369,SLS,19.1241911604941,4,0,12,3,1,0,0,0,0,0
701,WISEA J201011.69-564743.8,20h10m11.5728s,-56d47m43.584s,302.54822,-56.79544,G,16857.32991334,0.05623,SLS,19.1366073663292,4,0,12,4,3,0,0,0,0,0
702,WISEA J201117.61-563334.3,20h11m17.5920s,-56d33m35.028s,302.8233,-56.55973,G,38847.10670764,0.12958,SLS,19.1552565174991,3,0,12,3,2,0,0,0,0,0
703,WISEA J201210.45-563056.6,20h12m10.4528s,-56d30m56.618s,303.0435534,-56.5157274,G,14626.87402582,0.04879,SLS,19.1717817061846,4,0,18,5,3,0,0,0,0,0
706,WISEA J201409.56-570338.4,20h14m09.5666s,-57d03m38.454s,303.539861,-57.0606817,G,18344.30050502,0.06119,SLS,19.2568832120731,5,0,12,4,1,0,0,0,0,0
707,[FBC2017] J201231.9-570911.1,20h12m31.9000s,-57d09m11.100s,303.132916666667,-57.1530833333333,G,92935.66198,0.31,PUN,19.2692765997249,1,0,0,1,1,0,0,0,0,0
709,WISEA J201217.12-570907.6,20h12m17.1263s,-57d09m07.609s,303.0713599,-57.1521136,IrS,86939.81282,0.29,PUN,19.2962961414383,1,0,12,2,1,0,0,0,0,0
710,WISEA J201252.61-570858.8,20h12m52.5744s,-57d08m58.704s,303.21906,-57.14964,G,15936.96706728,0.05316,SLS,19.2973537499706,4,0,12,4,3,0,0,0,0,0
712,WISEA J201050.24-563620.9,20h10m50.2476s,-56d36m20.986s,302.7093652,-56.6058295,G,19324.62184268,0.06446,SLS,19.3186810717787,2,0,18,3,1,0,0,0,0,0
714,WINGS J201241.01-570913.2,20h12m41.0088s,-57d09m13.176s,303.17087,-57.15366,G,70235.37706024,0.23428,SLS,19.3559135387055,2,0,0,2,1,0,0,0,0,0
715,WISEA J201438.37-564141.1,20h14m38.3640s,-56d41m41.136s,303.65985,-56.69476,G,16020.90895552,0.05344,SLS,19.3575837626251,4,0,18,5,3,0,0,0,0,0
716,WINGS J201239.61-563035.9,20h12m39.6096s,-56d30m35.892s,303.16504,-56.50997,G,15984.93386056,0.05332,SLS,19.3589487438127,4,0,0,3,3,0,0,0,0,0
717,WISEA J201449.48-564606.2,20h14m49.4976s,-56d46m06.060s,303.70624,-56.76835,G,15835.03763156,0.05282,SLS,19.4061722393588,4,0,12,4,3,0,0,0,0,0
718,[FBC2017] J201148.4-570829.6,20h11m48.4000s,-57d08m29.600s,302.951666666667,-57.1415555555556,G,101929.43572,0.34,PUN,19.4415751038081,1,0,0,1,1,0,0,0,0,0
720,WISEA J201429.15-570043.4,20h14m29.1504s,-57d00m43.200s,303.62146,-57.012,G,17280.03727912,0.05764,SLS,19.4628288724385,4,0,12,4,3,0,0,0,0,0
721,WISEA J201155.15-563103.3,20h11m55.1536s,-56d31m03.391s,302.9798067,-56.5176086,G,15400.33856746,0.05137,SLS,19.4749416615176,2,0,12,2,1,0,0,0,0,0
722,WISEA J201021.41-564143.1,20h10m21.4186s,-56d41m43.116s,302.5892444,-56.69531,G,17582.8276617,0.05865,SLS,19.494668789157,5,0,18,5,1,0,0,0,0,0
723,WISEA J201322.75-570803.9,20h13m22.7538s,-57d08m03.982s,303.3448078,-57.1344397,IrS,95933.58656,0.32,PUN,19.495598235916,1,0,12,2,1,0,0,0,0,0
725,WISEA J201053.63-570418.0,20h10m53.6397s,-57d04m18.029s,302.7234991,-57.0716749,G,16047.89027674,0.05353,SLS,19.5263466002102,5,0,18,5,1,0,0,0,0,0
726,WISEA J201452.27-565252.7,20h14m52.2648s,-56d52m53.184s,303.71777,-56.88144,G,15760.08951706,0.05257,SLS,19.603131953891,4,0,16,5,3,0,0,0,0,0
727,WISEA J201224.34-570930.6,20h12m24.3445s,-57d09m30.643s,303.1014355,-57.158512,IrS,80943.96366,0.27,PUN,19.611974669737,1,0,12,2,1,0,0,0,0,0
728,WISEA J201158.61-563047.6,20h11m58.6151s,-56d30m47.617s,302.9942297,-56.5132272,G,15204.873884844,0.050718,UUN,19.6181209719151,13,0,28,6,6,2,0,0,2,0
729,[FBC2017] J201216.8-570927.4,20h12m16.8000s,-57d09m27.400s,303.07,-57.1576111111111,G,101929.43572,0.34,PUN,19.6288607812119,1,0,0,1,1,0,0,0,0,0
730,[FBC2017] J201129.9-570744.2,20h11m29.9000s,-57d07m44.200s,302.874583333333,-57.1289444444444,G,86939.81282,0.29,PUN,19.6394069797812,1,0,0,1,1,0,0,0,0,0
731,WINGS J201202.91-563037.8,20h12m02.9160s,-56d30m37.764s,303.01215,-56.51049,G,14947.65195588,0.04986,SLS,19.6559035179826,4,0,0,3,3,0,0,0,0,0
734,[FBC2017] J201216.8-570931.2,20h12m16.8000s,-57d09m31.200s,303.07,-57.1586666666667,G,92935.66198,0.31,PUN,19.6919058023961,1,0,0,1,1,0,0,0,0,0
736,WISEA J201040.26-570240.6,20h10m40.2670s,-57d02m40.652s,302.6677792,-57.0446256,G,15963.9483885,0.05325,UUN,19.7196227651183,13,0,28,8,5,2,0,0,2,0
737,WISEA J201323.32-563134.6,20h13m23.3293s,-56d31m34.656s,303.3472058,-56.5262935,G,68226.76759164,0.22758,SLS,19.7219998901411,2,0,18,3,1,0,0,0,0,0
738,WISEA J201454.64-565057.2,20h14m54.6445s,-56d50m57.254s,303.7276856,-56.8492374,G,16992.23651944,0.05668,SLS,19.7379221096576,4,0,18,5,3,0,0,0,0,0
739,WISEA J201034.70-563810.9,20h10m34.7076s,-56d38m10.919s,302.6446153,-56.6363664,G,13616.57344236,0.04542,SLS,19.7442117572983,5,0,12,4,1,0,0,0,0,0
742,WINGS J201239.07-563012.3,20h12m39.0672s,-56d30m12.276s,303.16278,-56.50341,G,38745.17727192,0.12924,SLS,19.7471681935183,1,0,0,1,1,0,0,0,0,0
743,WINGS J201118.27-563250.2,20h11m18.2736s,-56d32m50.172s,302.82614,-56.54727,G,44839.95794306,0.14957,SLS,19.750241754797,2,0,0,2,1,0,0,0,0,0
745,WISEA J201216.53-570937.6,20h12m16.5340s,-57d09m37.659s,303.0688918,-57.160461,G,17037.20538814,0.05683,SLS,19.802525319485,7,0,28,5,3,2,0,0,1,0
747,WISEA J201134.86-570814.7,20h11m34.8628s,-57d08m14.701s,302.8952618,-57.1374172,IrS,101929.43572,0.34,PUN,19.8334045628857,1,0,12,2,1,0,0,0,0,0
748,WISEA J201019.81-564123.2,20h10m19.8198s,-56d41m23.298s,302.5825826,-56.6898051,G,16767.39217594,0.05593,SLS,19.8345981285671,4,0,18,4,1,0,0,0,0,0
749,WISEA J201110.99-570634.4,20h11m11.2200s,-57d06m33.660s,302.79675,-57.10935,IrS,106111.5405091,0.35395,SLS,19.8429379112082,1,0,12,2,1,0,0,0,0,0
750,WISEA J201223.72-570944.3,20h12m23.7286s,-57d09m44.322s,303.0988695,-57.1623117,G,16974.24897196,0.05662,SLS,19.84346860743,1,0,12,2,1,0,0,0,0,0
752,WISEA J201455.02-565206.2,20h14m55.0288s,-56d52m06.230s,303.7292869,-56.8683973,G,30581.82864058,0.10201,SLS,19.8788115290001,3,0,27,4,2,2,0,0,1,0
755,WISEA J201450.99-565512.0,20h14m50.9944s,-56d55m12.034s,303.7124768,-56.9200095,G,30575.83279142,0.10199,SLS,19.907376755912,2,0,18,4,1,0,0,0,0,0
756,[FBC2017] J201328.1-570816.1,20h13m28.1000s,-57d08m16.100s,303.367083333333,-57.1378055555556,G,107925.28488,0.36,PUN,19.9585064227133,1,0,0,1,1,0,0,0,0,0
757,WINGS J201007.62-564555.3,20h10m07.6248s,-56d45m55.260s,302.53177,-56.76535,G,16896.30293288,0.05636,SLS,19.9628993390721,2,0,0,2,2,0,0,0,0,0
758,WISEA J201156.78-570920.8,20h11m56.7912s,-57d09m20.700s,302.98663,-57.15575,G,16881.31330998,0.05631,SLS,19.9632848157656,4,0,12,4,3,0,0,0,0,0
760,WISEA J201450.14-565552.5,20h14m50.1486s,-56d55m52.556s,303.7089527,-56.9312657,G,206574.99110948,0.68906,SLS,19.9841245474299,2,0,18,4,1,0,0,0,0,0
761,WISEA J201404.74-570514.9,20h14m04.7435s,-57d05m14.970s,303.5197646,-57.0874917,G,15046.58346702,0.05019,SLS,20.0028616717351,10,0,28,7,5,2,0,1,1,0
763,WINGS J201312.34-570909.5,20h13m12.3336s,-57d09m09.468s,303.30139,-57.15263,G,50224.23048874,0.16753,SLS,20.0668626668397,1,0,0,1,1,0,0,0,0,0
764,WISEA J201451.28-564417.6,20h14m51.2760s,-56d44m17.520s,303.71365,-56.7382,G,18047.5059716,0.0602,SLS,20.0823012394886,4,0,12,4,3,0,0,0,0,0
765,[FBC2017] J201252.3-570947.2,20h12m52.3000s,-57d09m47.200s,303.217916666667,-57.1631111111111,G,98931.51114,0.33,PUN,20.0905095246718,1,0,0,1,1,0,0,0,0,0
766,WISEA J201017.74-564120.7,20h10m17.7457s,-56d41m20.736s,302.5739408,-56.6890935,G,18335.30673128,0.06116,SLS,20.109881746932,4,0,18,5,3,0,0,0,0,0
769,[FBC2017] J201303.2-570932.5,20h13m03.2000s,-57d09m32.500s,303.263333333333,-57.1590277777778,G,74948.1145,0.25,PUN,20.1238433742957,1,0,0,1,1,0,0,0,0,0
770,WISEA J201409.86-570449.7,20h14m09.8208s,-57d04m49.476s,303.54092,-57.08041,G,15049.5813916,0.0502,SLS,20.1385073826089,6,0,12,6,2,0,0,0,0,0
771,WISEA J201417.71-563609.4,20h14m17.7157s,-56d36m09.486s,303.5738154,-56.6026352,G,16521.56236038,0.05511,SLS,20.1408904344017,6,0,18,7,2,0,0,0,0,0
772,WISEA J201230.66-571003.9,20h12m30.6633s,-57d10m03.983s,303.1277638,-57.1677731,IrS,95933.58656,0.32,PUN,20.1497316029053,1,0,12,2,1,0,0,0,0,0
773,WISEA J201241.47-571002.0,20h12m41.4336s,-57d10m00.912s,303.17264,-57.16692,IrS,15715.12064836,0.05242,SLS,20.1535935958527,2,0,12,3,2,0,0,0,0,0
774,WINGS J201031.87-563754.7,20h10m31.8748s,-56d37m54.800s,302.632812,-56.631889,G,16143.8238633,0.05385,SLS,20.2170653145769,5,0,0,3,1,0,0,0,0,0
776,WISEA J201257.09-563000.6,20h12m57.0905s,-56d30m00.620s,303.2378773,-56.5001723,G,35900.1468455,0.11975,SLS,20.2387252568929,3,0,12,3,2,0,0,0,0,0
777,WISEA J201031.68-570202.6,20h10m31.6856s,-57d02m02.652s,302.6320235,-57.0340701,G,16791.37557258,0.05601,SLS,20.2419338832908,9,0,18,7,4,0,0,0,1,0
778,WISEA J201453.95-565503.0,20h14m53.9516s,-56d55m03.027s,303.7247985,-56.9175075,G,30668.7684534,0.1023,SLS,20.2592327865337,3,0,27,4,2,2,0,0,1,0
779,WISEA J201402.79-570548.4,20h14m02.7901s,-57d05m48.489s,303.5116256,-57.0968026,G,15520.25555066,0.05177,SLS,20.266935834309,8,0,27,6,5,2,0,0,2,0
780,[FBC2017] J201302.1-570943.9,20h13m02.1000s,-57d09m43.900s,303.25875,-57.1621944444444,G,113921.13404,0.38,PUN,20.2768218099484,1,0,0,1,1,0,0,0,0,0
782,WINGS J201316.74-563038.2,20h13m16.7424s,-56d30m38.232s,303.31976,-56.51062,G,17280.03727912,0.05764,SLS,20.2988494768747,3,0,0,2,2,0,0,0,0,0
783,WISEA J201317.99-570909.5,20h13m17.9930s,-57d09m09.505s,303.3249712,-57.1526403,IrS,59958.4916,0.2,PUN,20.2997274355892,1,0,12,2,1,0,0,0,0,0
784,[FBC2017] J201216.9-571009.0,20h12m16.9000s,-57d10m09.000s,303.070416666667,-57.1691666666667,G,83941.88824,0.28,PUN,20.3178900743321,1,0,0,1,1,0,0,0,0,0
786,WISEA J201459.32-564938.8,20h14m59.3220s,-56d49m38.821s,303.7471751,-56.8274503,G,18347.2984296,0.0612,SLS,20.3579439229776,3,0,18,3,1,0,0,0,0,0
788,WISEA J201208.05-562945.8,20h12m08.0136s,-56d29m45.456s,303.03339,-56.49596,G,17372.9729411,0.05795,SLS,20.3944057408909,3,0,12,4,2,0,0,0,0,0
789,WISEA J201440.69-564002.6,20h14m40.6951s,-56d40m02.676s,303.6695631,-56.6674101,G,61193.63652696,0.20412,SLS,20.3948355665753,2,0,12,2,1,0,0,0,0,0
791,WISEA J201311.72-570931.9,20h13m11.7220s,-57d09m31.984s,303.2988417,-57.1588845,IrS,104927.3603,0.35,PUN,20.4037648275474,1,0,12,2,1,0,0,0,0,0
793,WISEA J201001.34-565059.0,20h10m01.3776s,-56d50m59.064s,302.50574,-56.84974,G,18455.22371448,0.06156,SLS,20.4191082880547,3,0,12,4,2,0,0,0,0,0
795,WISEA J201207.74-571006.2,20h12m07.7784s,-57d10m06.060s,303.03241,-57.16835,IrS,80332.38704568,0.26796,SLS,20.4200492053584,1,0,12,2,1,0,0,0,0,0
799,WISEA J201044.41-563533.4,20h10m44.4163s,-56d35m33.889s,302.685068,-56.592747,G,16353.6785839,0.05455,SLS,20.4412335644056,4,0,27,6,3,2,0,0,1,0
800,WISEA J201040.86-563604.3,20h10m40.8653s,-56d36m04.320s,302.6702722,-56.6012002,G,109948.8839715,0.36675,SLS,20.4429358247717,5,0,12,4,1,0,0,0,0,0
803,WISEA J201456.13-564521.9,20h14m56.1317s,-56d45m21.972s,303.7338824,-56.7561035,G,15978.038634026,0.053297,SLS,20.4514174501425,9,0,28,6,6,2,0,0,2,1
804,WISEA J201420.70-570349.5,20h14m20.7049s,-57d03m49.528s,303.5862704,-57.0637579,G,17283.0352037,0.05765,SLS,20.4755263875265,5,0,12,4,1,0,0,0,0,0
805,WISEA J201444.50-564050.7,20h14m44.4864s,-56d40m50.556s,303.68536,-56.68071,IrS,67810.05607502,0.22619,SLS,20.4824335236591,1,0,12,2,1,0,0,0,0,0
806,WISEA J201416.55-563530.1,20h14m16.5540s,-56d35m30.134s,303.5689752,-56.5917041,G,16854.931573676,0.056222,UUN,20.4824694556994,12,0,28,8,5,2,0,0,1,0
807,WISEA J201455.78-565500.4,20h14m55.7887s,-56d55m00.446s,303.7324529,-56.9167906,G,30479.89920486,0.10167,SLS,20.4915679123539,3,0,20,5,2,0,0,0,0,0
808,[FBC2017] J201217.3-571020.2,20h12m17.3000s,-57d10m20.200s,303.072083333333,-57.1722777777778,G,107925.28488,0.36,PUN,20.4989335133773,1,0,0,1,1,0,0,0,0,0
811,WISEA J201352.67-563246.8,20h13m52.6736s,-56d32m46.894s,303.4694736,-56.5463595,G,18093.97380259,0.060355,UUN,20.5156998671226,14,0,28,8,7,2,0,0,2,1
812,WISEA J201433.65-570142.0,20h14m33.6984s,-57d01m42.204s,303.64041,-57.02839,G,17672.7653991,0.05895,SLS,20.5272912587067,4,0,12,4,4,0,0,0,0,0
813,WISEA J201054.36-570544.8,20h10m54.3168s,-57d05m44.376s,302.72632,-57.09566,G,70079.48498208,0.23376,SLS,20.5477166181206,3,0,12,3,2,0,0,0,0,0
814,[FBC2017] J201318.2-570925.5,20h13m18.2000s,-57d09m25.500s,303.325833333333,-57.1570833333333,G,110923.20946,0.37,PUN,20.5613534126346,1,0,0,1,1,0,0,0,0,0
819,WISEA J201246.43-571026.6,20h12m46.4371s,-57d10m26.695s,303.193488,-57.1740821,IrS,65954.34076,0.22,PUN,20.6426120063326,1,0,12,2,1,0,0,0,0,0
820,WISEA J201320.14-570925.3,20h13m20.1480s,-57d09m25.394s,303.3339501,-57.1570541,IrS,113921.13404,0.38,PUN,20.6450374498639,1,0,12,2,1,0,0,0,0,0
821,WISEA J201028.87-570213.7,20h10m28.8710s,-57d02m13.740s,302.6202959,-57.0371501,G,16233.7616007,0.05415,SLS,20.6596539044129,5,0,12,4,1,0,0,0,0,0
822,WISEA J201456.58-565520.5,20h14m56.5804s,-56d55m20.512s,303.7357519,-56.9223646,G,16878.3153854,0.0563,SLS,20.6801272239832,1,0,12,2,1,0,0,0,0,0
823,[FBC2017] J201304.9-571004.9,20h13m04.9000s,-57d10m04.900s,303.270416666667,-57.1680277777778,G,89937.7374,0.3,PUN,20.701826052045,1,0,0,1,1,0,0,0,0,0
824,WISEA J200959.36-564849.2,20h09m59.3616s,-56d48m49.068s,302.49734,-56.81363,IrS,128709.89599314,0.42933,SLS,20.7059867231884,1,0,12,2,1,0,0,0,0,0
825,WISEA J201014.59-565907.7,20h10m14.5967s,-56d59m07.754s,302.5608199,-56.9854873,G,61382.5057755,0.20475,SLS,20.7115315380191,2,0,18,3,1,0,0,0,0,0
827,WISEA J201026.38-563801.3,20h10m26.3976s,-56d38m00.960s,302.60999,-56.6336,G,30782.68958744,0.10268,SLS,20.7669465976175,5,0,12,5,1,0,0,0,0,0
828,WISEA J201041.17-563532.1,20h10m41.1774s,-56d35m32.153s,302.6715728,-56.5922649,G,18174.018388876,0.060622,UUN,20.780101326672,10,0,28,6,3,2,0,1,1,0
829,WISEA J201426.31-570329.9,20h14m26.0808s,-57d03m30.996s,303.60867,-57.05861,IrS,31175.41770742,0.10399,SLS,20.8170795066448,1,0,12,2,1,0,0,0,0,0
830,WISEA J201240.61-571041.6,20h12m40.6160s,-57d10m41.639s,303.1692337,-57.1782332,IrS,104927.3603,0.35,PUN,20.8229182443313,1,0,12,2,1,0,0,0,0,0
832,WISEA J201359.64-563303.0,20h13m59.6428s,-56d33m03.046s,303.498512,-56.5508462,G,17169.11406966,0.05727,SLS,20.8381466484554,8,0,13,6,3,0,0,0,0,0
835,AM 2010-570 NED01,20h14m55.0587s,-56d56m53.904s,303.7294113,-56.9483067,G,16410.938943378,0.054741,SLS,20.9393094424958,4,0,27,5,4,2,0,0,1,1
837,2MASX J20124100-5629002,20h12m40.9416s,-56d28m59.952s,303.17059,-56.48332,G,16636.98245671,0.055495,UUN,20.9666153927579,10,0,16,4,4,2,0,0,2,0
838,WISEA J201007.54-564225.7,20h10m07.5487s,-56d42m25.717s,302.5314531,-56.7071437,G,17462.9106785,0.05825,SLS,20.9672115619648,3,0,19,3,1,0,0,0,0,0
843,WINGS J201007.13-564227.1,20h10m07.1328s,-56d42m27.072s,302.52972,-56.70752,G,16689.44613686,0.05567,SLS,21.0123238992351,4,0,0,3,3,0,0,0,0,0
845,WISEA J201122.89-563100.0,20h11m22.8936s,-56d31m00.050s,302.8453902,-56.5166807,G,16222.069694838,0.054111,UUN,21.0720338524455,6,0,18,5,4,0,0,0,0,0
846,AM 2010-570 NED02,20h14m56.6693s,-56d56m44.992s,303.7361223,-56.9458311,G,16165.109127818,0.053921,SUN,21.0988518870412,4,0,21,5,2,0,0,0,0,0
847,WISEA J201334.82-563044.4,20h13m34.8192s,-56d30m44.424s,303.39508,-56.51234,G,68214.77589332,0.22754,SLS,21.1134934981229,3,0,12,3,2,0,0,0,0,0
